ID,Answer
1064,軍事委員會北平分會副委員長
1065,英美法系
1066,石油危機
1067,秦朝與漢朝
1068,奧斯陸峽灣
1069,1920年
1070,硫代硫酸氨
1071,《金雲翹傳》
1072,480萬人
1073,
1074,1627年
1075,環境污染
1076,美屬維京群島
1077,唐生智
1078,夏季
1079,臺灣新北地方法院
1080,戴克里先
1081,6世紀
1082,
1083,甘肅省
1084,決勝局
1085,
1086,耶穌會
1087,一個
1088,破四舊
1089,三次
1090,蒙古各部，為了獲得大寧地區的駐牧權
1091,《八篇書》
1092,郭松齡
1093,毒性
1094,雲南省第二殖邊督辦公署
1095,明清兩朝
1096,1968年
1097,反潛
1098,1932年
1099,吉田定房
1100,世稱恭順
1101,河川
1102,抗日戰爭
1103,募兵制代替徵兵制。馬略放棄了早就難以為繼的財產資格限制
1104,劉宋
1105,汗位取得不合法
1106,奧東·德拉羅什
1107,灣仔北
1108,帕塔普斯科河
1109,1945年
1110,義熙十一年
1111,政府資助研究項目
1112,赫爾辛基
1113,《男人四十》
1114,貴霜帝國
1115,1846年
1116,辛亥革命
1117,邱行湘
1118,合會朱陸
1119,幾個
1120,阿拉伯半島
1121,塞爾維亞
1122,加州尤巴城
1123,君主
1124,天下人
1125,蒙聯軍
1126,電腦與人工智慧實驗室及鐵路技術部還研發了一些早期的電子遊戲，並創造了現代黑客
1127,朱序
1128,匯率波動
1129,政府工作報告
1130,1992年兩國建交以後
1131,康拉德·阿登納
1132,東北亞的倭國、百濟則有密切的朝貢關係，倭國曾在晉末、劉宋對江東朝貢十多次，史書記載有五位倭王，是為倭五王；百濟在劉宋後期與江東的關係更形緊密，似乎結成軍事同盟，共抗北魏。因為469年北魏完全奪取劉宋在山東半島
1133,聖奧古斯丁
1134,公元185年
1135,弱勢群體
1136,大正天皇
1137,西區圖書館
1138,中國歷代
1139,義輝
1140,美國總統選舉
1141,中華人民共和國衛生部
1142,人人平等
1143,斯拉夫人
1144,第4
1145,聯邦制
1146,1799年
1147,西班牙
1148,瑞士蘇黎世州
1149,洪武三十一年十二月
1150,英國
1151,76
1152,民國36年
1153,
1154,分散了泛國民黨支持者的票源
1155,2
1156,拋秧
1157,七個
1158,劉少奇
1159,卡加梅
1160,12個
1161,羅馬轉寫
1162,2010年
1163,財務分析工具
1164,自然
1165,美國海軍
1166,德川家康
1167,空射火箭
1168,1836年
1169,農業省敘利亞
1170,上海
1171,德里克·羅勃茲
1172,伊斯蘭教
1173,環保運動
1174,希察克爾夏季音樂節
1175,滬昆高速公路
1176,繼續懷孕會有危險時
1177,法國
1178,歐幾里得
1179,本頓
1180,通州張家灣
1181,儒家思想
1182,《血盟救國軍軍歌》
1183,廣州
1184,聽診器
1185,在印度支那和新喀里多尼亞建立了法國殖民地
1186,唯泰主義
1187,1970年代浙江河姆渡遺址的七千年前稻穀的出土、1993年
1188,兩岸經濟合作架構協議
1189,也先親自統領的中路軍
1190,自由主義
1191,1874年
1192,衝動
1193,什錦麵和皿烏龍麵
1194,李克強
1195,河東道
1196,[UNK]++
1197,希波丹姆
1198,熱帶稀樹草原
1199,韓國
1200,太原組織
1201,63個
1202,46公里長
1203,十六世紀
1204,佛羅倫斯聖十字大殿
1205,公元前779年
1206,吉隆坡
1207,1891年
1208,軍事防衛
1209,發展局
1210,大氣層
1211,北京電視台
1212,[UNK]州縣實際解散
1213,十月革命
1214,英國
1215,美國大學協會
1216,義務教育
1217,郭松齡反奉。郭素稱東北軍第一猛將，率領7萬人直取奉天，張作霖猝不及防，準備撤守。據奉軍軍團長王鐵漢
1218,開京
1219,美國大蕭條時期
1220,解決元成宗時期的財政危機
1221,伊薩克
1222,明文
1223,蔣介石
1224,全印穆斯林聯盟
1225,受通古斯人壓力
1226,喇嘛教
1227,鎌倉時代
1228,太陽而言，受到太陽風擴張影響所及的氣泡狀範圍
1229,建設中國特色社會主義
1230,劉裕
1231,基督教會或大公教會一詞可追溯至公元第二世紀的基督徒對基督教組織的習慣稱呼。教會一詞在這兒來說，和基督教會是相同的意思，但教會一詞的意思比較廣泛。在傳統基督教
1232,鮑德溫伯爵
1233,佛教
1234,周代
1235,東正教
1236,高雄市
1237,鄧小平
1238,南斯拉夫
1239,武陵
1240,殺蟲
1241,法國大革命
1242,自由韓國黨
1243,否決權
1244,二十世紀
1245,積極進攻
1246,加拿大
1247,1898年
1248,義大利汽車之都
1249,火箭發動機
1250,自律心肌細胞
1251,在軌道上驅動列車
1252,聖喬治拉丁文學校
1253,23年
1254,1948年12月1日
1255,武宗系
1256,私兵制度。私兵制度
1257,魏博拉盧比民達行業工會
1258,文章奧府
1259,繁衍後代所需基因物質產生的方式
1260,尚吉巴
1261,瓊州海峽
1262,安德魯約翰遜
1263,普林斯頓大學
1264,83年
1265,釣魚台國賓館
1266,伊達政宗
1267,解釋恆星內部和恆星演化的模型被成功的發展出來
1268,民國3年
1269,美國聯邦儲備委員會及紐約金融服務局
1270,潘章
1271,約翰·莫根
1272,臺灣
1273,第二代
1274,日美神奈川條約
1275,北京市西城區宣武門西大街131號辦公樓召開最後一屆全體機關幹部大會，宣布留任國家郵政局的具體人選；11月28日，重組後的國家郵政局
1276,無晶態的硫，倫琴衍射顯示其中含有由八個硫原子組成的環。這種硫在室溫下不十分穩定，它漸漸恢復為晶體狀態
1277,哈利里德
1278,低可偵測性
1279,柏拉圖
1280,波蘭人
1281,千島湖事件
1282,英祖四年
1283,改良式腳踏車
1284,京劇
1285,二人
1286,1830年
1287,全球資訊網
1288,八月
1289,閾下刺激物
1290,廣州話
1291,洛杉磯湖人
1292,粳稻
1293,挪威
1294,700多個配置設定和超過1800個
1295,中國郵政集團公司
1296,清朝沒有誠意
1297,我們就是人民！」轉變成以德國統一為目標的「我們是一個民族！
1298,古希臘人
1299,福島縣會津地區
1300,1913年
1301,土地
1302,士瓦本
1303,洛杉磯快艇
1304,精神上的缺憾使他無法繼續執政，或是腓力五世希望繼承法國國王王位所以先行退位。但是不幸地路易斯一世只在位7個月便於當年8月31日，因天花病
1305,牡丹峰樂團
1306,印度
1307,歐登堡
1308,周敦頤
1309,沃爾普斯韋德
1310,朱利烏斯·凱撒
1311,豫
1312,1919年3月1日
1313,1.33
1314,文言文
1315,排灣族
1316,牛津大學
1317,普選制度
1318,世宗
1319,2015年
1320,1969年
1321,民主黨
1322,收割機
1323,校園風氣
1324,479年宋齊易代之後，北魏還曾在488年
1325,病態賭徒
1326,
1327,太空
1328,黃庭堅的曾祖父黃中理曾開辦櫻桃書院和芝台書院。延引四方學子，宋郊、宋祁兄弟和黃庭堅等曾就學於此。宋代理學家周敦頤
1329,雅爾達協定》
1330,荷蘭
1331,1905年
1332,馬來西亞
1333,鐵
1334,拿破崙
1335,廣東省
1336,[UNK]
1337,羅馬法
1338,心理學
1339,希臘
1340,拉丁字母
1341,《[UNK][UNK]條約》和《北京條約》
1342,平民英雄
1343,雙重國籍
1344,24英吋克拉克望遠鏡
1345,生物質
1346,秘書處
1347,稻草編織出的工藝產品，也相當常見，如草蓆，草帽等。在稻田中最常見的還有戴著帽子，用來嚇阻鳥群的稻草人，是早期農村相當常見的景觀。稻草在現今大力發展的食用菌
1348,800餘種
1349,
1350,緬甸
1351,視錐細胞
1352,人口眾多
1353,威廉二世
1354,遵義會議
1355,《我於青春無悔》
1356,君士坦丁大帝
1357,美國國家草地網球聯盟
1358,8月26日
1359,阿爾法
1360,
1361,外交手段
1362,1887年
1363,2008年
1364,畢達哥拉斯
1365,2010年
1366,1918年
1367,[UNK]分數
1368,魯宗之
1369,被明朝擊退
1370,大韓帝國
1371,2012年
1372,生物動力學
1373,印度洋暖濕氣流
1374,太白山脈
1375,尊重日本對朝鮮
1376,控制面
1377,民國十八年至二十六年
1378,太白山脈
1379,一萬兌一比率
1380,10名
1381,整軍協定
1382,1996年
1383,1985年
1384,18世紀
1385,顯示自己的獨立自主
1386,公元前三世紀
1387,車站
1388,1971年
1389,1997年
1390,默頓學院
1391,庭園營造大師
1392,稻米
1393,1914年
1394,廣島市越來越受國際注視，有關和平、社會議題的國際性會議，也會在此召開
1395,2300多種
1396,化石燃料
1397,主流華裔港人
1398,40倍
1399,1953年
1400,白色
1401,1856年
1402,庄[UNK]
1403,反革命事件
1404,王光美
1405,理察·科伯恩·麥克勞林
1406,
1407,1624年
1408,15%
1409,江青
1410,奈及利亞
1411,阿聯
1412,1979年
1413,質量大於0.4太陽質量
1414,農田
1415,二戰後，大量從東歐和波羅的海沿岸的前德國疆土被驅逐的難民在下薩克森邦落腳定居
1416,2013年2月11日
1417,1973年起
1418,部落衝突
1419,南開中學，早年短期留學日本明治大學
1420,科學家
1421,10萬人
1422,元惠宗
1423,抗佝[UNK]病
1424,馬來-玻里尼西亞語族
1425,45%
1426,哈雷彗星來臨
1427,西洋事情
1428,顯性文明
1429,元代
1430,43人
1431,限制性消化
1432,司馬元顯
1433,伸展台模特兒
1434,兩層
1435,費尼
1436,中國共產黨
1437,《鋼鐵是怎樣煉成的》
1438,1994年12月1日
1439,最高榮譽大獎[UNK]金針獎
1440,錫克教
1441,1986年
1442,《西部開拓史》
1443,百越族
1444,保護區
1445,哈利里德
1446,阿拉伯語
1447,徐樹錚
1448,明太祖
1449,網球場
1450,英屬維京群島
1451,低可偵測性
1452,保持中立
1453,南朝鮮
1454,關島原住民
1455,僱傭保險
1456,日本
1457,大學
1458,機電工程署總部大樓
1459,南昌分局
1460,佛教
1461,陳朝
1462,1948
1463,有色人種
1464,共產國際
1465,漢諾威
1466,中央電視台高清綜合頻道
1467,石亭之戰
1468,華盛頓會議
1469,主體史學
1470,心室底壁組織
1471,1662年
1472,1888年
1473,第二產業
1474,俄羅斯
1475,德國人杜登
1476,[UNK]總能量
1477,社會主義市場經濟
1478,葉爾羌汗國
1479,澳洲大陸
1480,正德十一年
1481,中計受突擊
1482,匈牙利
1483,布拉馬普特拉河
1484,莫萊-明托改革
1485,沙俄軍隊
1486,200萬
1487,黑龍江
1488,2003年
1489,維多利中心
1490,新界原居民
1491,蔣中正
1492,大和國
1493,佛教
1494,頻率理論難以解釋人而對聲音頻率的分析
1495,有性生殖
1496,網路龐克
1497,為免兩國爆發戰爭
1498,巴塞隆納奧運
1499,鬍鬚狀
1500,阿拉巴馬州
1501,鋤草祭
1502,[UNK]-15戰鬥機
1503,2013年
1504,上海站開出最後一班列車後關閉
1505,1980年
1506,1958年
1507,俄羅斯提供的火砲
1508,
1509,路易斯一世
1510,《時代》雜誌
1511,極權主義
1512,斯特-立陶夫斯克條約》
1513,路易十四
1514,布列塔尼半島
1515,電子裝置
1516,曼諾球場
1517,東吳
1518,愛德華一世
1519,沒有花瓣
1520,1938年
1521,歧視情況而很不快樂
1522,獻縣張莊耶穌聖心主教座堂
1523,[UNK][UNK][UNK].[UNK]
1524,陸秀夫
1525,東南亞資本
1526,
1527,
1528,烏蘭烏德
1529,1897年
1530,胡錦濤
1531,2003年3月4日
1532,生活空間的不足
1533,決策局的重組方式
1534,杭州[UNK]橋機場
1535,阿拉里克
1536,興登堡元帥建議
1537,總督
1538,興王
1539,衛奕信
1540,非歐幾里得幾何
1541,2009年
1542,全國重點文物保護單位
1543,忽必烈
1544,花垣縣轄8個鎮、13個鄉。2005年進行鄉鎮行政區劃調整，將原21個鄉鎮
1545,未來以任何方式著陸埃歐的探測器都不需要安裝隔熱板來保護儀器
1546,惠金斯原理
1547,松花江與富錦市、佳木斯市相望，西連伊春市，北部界黑龍江
1548,工大學
1549,兩年
1550,1994年
1551,為了便於管理漢地
1552,喬托號
1553,慎殺
1554,烏里雅蘇臺將軍
1555,聖西門主義
1556,1945年戰爭
1557,蔡[UNK]
1558,德國
1559,《刑部大理寺狀》
1560,新南威爾斯州
1561,年齡
1562,聖方濟·沙勿略
1563,羅馬共和國時期
1564,外觀上則會看到綠色的稻穀上有細毛
1565,韓國
1566,南固臺
1567,聯合國
1568,1944年
1569,
1570,張三祿
1571,15世紀
1572,百老匯
1573,孫堅任長沙太守，曾帶兵參與討伐董卓。191年，孫堅征荊州劉表、黃祖時戰死，年僅37歲。孫堅子孫策在孫堅死後繼承領導之位，而由於孫堅生前屬袁術
1574,高血壓
1575,黃[UNK]
1576,《中國郵政集團公司章程》
1577,保護環境、推進生態環境健康
1578,城市物質形態
1579,環境保護主義
1580,773年
1581,懷柔區
1582,七間
1583,民間反應不佳
1584,光緒十年
1585,1970年代
1586,西班牙
1587,奧地利
1588,肌源性
1589,加拿大
1590,七個
1591,安定
1592,萬國郵聯
1593,乾旱
1594,《高盧戰記》
1595,台北都會區
1596,甲午戰爭
1597,普羅蒂奇辭職，中立的米倫科·韋斯尼奇接任。民主党進入政府，但社民黨就因為政府採取反共措施
1598,1910年
1599,西里爾字母
1600,1935年
1601,《英華字典
1602,2009-2010
1603,浙江海商
1604,巴西
1605,歐洲聯盟委員會
1606,北圓南方
1607,美國
1608,加加林
1609,七年戰爭
1610,100米
1611,咖啡因中毒
1612,國民政府
1613,漢江
1614,青光眼
1615,不結盟運動
1616,
1617,1984年
1618,射擊斷續器
1619,5位
1620,芽孢炭疽桿菌
1621,1968年
1622,北宋
1623,百老匯
1624,1988年
1625,果敢
1626,英國
1627,耶穌會士在中國傳教，占全世界的1／5。他們在中國負責河北、江蘇、安徽3省的10個教區，五百多座教堂。法國耶穌會
1628,一戰前夕
1629,鐵鉉
1630,洛杉磯湖人
1631,《義勇軍進行曲
1632,棉花
1633,卡洛·埃馬努埃萊一世
1634,太白
1635,遊牧民族
1636,帝國主義列強對臺灣清治時期第一次武裝入侵
1637,分子雲
1638,伊爾庫茨克國立大學
1639,厄德
1640,古羅馬
1641,儒教興盛
1642,巴夏禮拒收
1643,克里斯蒂安四世
1644,蒸汽輪機
1645,哈大客運專線
1646,亞熱帶常綠闊葉林
1647,1937年
1648,普法戰爭
1649,勃艮地貴族奧東·德拉羅什
1650,約翰·莫根
1651,氧化緩慢
1652,1835年
1653,咖啡因
1654,中國應該統一
1655,1972年
1656,宿衛軍
1657,汪精衛
1658,體育部
1659,斜方晶八面體
1660,直系軍閥
1661,水牛城勇士
1662,孫中山
1663,七月二十四日
1664,瓦倫本哥國家公園
1665,殖民政策
1666,[UNK]染色體
1667,日本再次計劃
1668,16世紀
1669,大陸性氣候
1670,配子
1671,猶太人
1672,邱行湘
1673,德克薩斯州石牆郡
1674,皖系軍閥
1675,清廣東水師提督
1676,1964年
1677,1967年
1678,主人
1679,哲布尊丹巴
1680,孟懷玉
1681,布政司署
1682,1861年2月9日
1683,1599年閏3月3日
1684,漢字
1685,安托萬·拉瓦錫
1686,伊斯蘭教
1687,壓力梯度
1688,武則天天授元年追封為「褒德王」，宋真宗
1689,參議院
1690,重要的財源
1691,盧安達法郎。截至2014年4月17日，盧安達法郎對美元的匯率為每680.48盧安達法郎
1692,皖南獨立團為基幹的皖浙贛獨立團
1693,德川家康
1694,經濟蕭條
1695,世族
1696,1853年
1697,新加坡
1698,民國34年
1699,1270年
1700,動力系統
1701,三個
1702,
1703,中國
1704,漢武帝
1705,江河級驅逐艦
1706,2015年
1707,21473平方公里
1708,研究占星術
1709,颶風
1710,世界氣象組織
1711,絲綢之路
1712,海河流域
1713,蒙哥
1714,700家
1715,中國溧陽茶葉節
1716,全市綠化比例高
1717,收到十二道金牌班師回朝
1718,澳大利亞
1719,漢地
1720,民國三十七年1月21日至23日則舉行第一屆中華民國立法委員選舉；同年3月29日
1721,7980年
1722,2010年
1723,青島海軍基地
1724,南涼
1725,票務櫃臺
1726,日軍
1727,波蘭進入戰時狀態，實行軍事管制
1728,西方遊客
1729,視網膜神經節細胞
1730,徐世昌
1731,宋美齡
1732,
1733,第二次世界大戰
1734,1961年
1735,白光
1736,陳誠
1737,1966年
1738,奈特·麥克米蘭
1739,無佛像時代
1740,1977年
1741,白色
1742,自由聯合關係
1743,2000年
1744,英國
1745,暫住證制度
1746,《劃一現行各道地方行政官廳組織令》
1747,高朱蒙
1748,1948年
1749,蒸汽膨脹
1750,隋[UNK]帝
1751,副熱帶季風氣候區
1752,日本
1753,美國心臟學會
1754,大英帝國
1755,《八篇書》
1756,德軍
1757,阿爾薩斯-洛林
1758,路易十四
1759,合作派
1760,思覺失調症
1761,倫敦煙霧事件
1762,1個
1763,1990年代
1764,伊蘭人
1765,24%
1766,高麗國
1767,後現代主義設計
1768,1828年
1769,丹尼爾·邁耶
1770,獨立機關選舉委員會
1771,西安招待所
1772,1262年
1773,湯瑪斯傑佛遜
1774,新春
1775,郵值標籤
1776,席哈克略皇帝
1777,1989年
1778,宙斯
1779,農耕節
1780,俄國革命
1781,
1782,石勒
1783,西洋棋殘局
1784,敵我矛盾交織，反對把一切矛盾都上升為敵我性質
1785,動物命名法作用於1758年1月1日以後正式發表的動物學名
1786,《高盧戰記》
1787,10
1788,會稽虞氏
1789,英國
1790,木衛一
1791,愛滋病毒
1792,1993年
1793,外蒙古
1794,張聞天
1795,後現代
1796,法家
1797,五個
1798,通古斯地區過於偏遠
1799,安大略湖
1800,肉食
1801,朝鮮王朝世宗大王
1802,南蠻校尉
1803,峽谷河段，在赫爾德瓦爾附近進入恆河平原
1804,浮動匯率制度
1805,英國
1806,詹姆斯·史都華
1807,意識形態
1808,七歲
1809,法國
1810,1928年
1811,5個
1812,[UNK]
1813,曼哈頓
1814,清咸豐年間
1815,君士坦提烏斯二世
1816,演員
1817,關西一帯的日本人由於鄰近朝鮮半島，彌生人在遺傳因子
1818,甲醇
1819,高句[UNK]
1820,牛隻列印問題
1821,英國
1822,合作派
1823,中華人民共和國
1824,1590年
1825,1941年
1826,細胞核
1827,操作自動化
1828,發生十月革命
1829,俄羅斯聯邦
1830,為了維護毛的權威，仍然參與到以空前的高調呼籲對毛的個人崇拜的浪潮中來
1831,
1832,1943年
1833,多倫多市
1834,顯性文明
1835,超過9倍太陽質量
1836,預測
1837,純的硫是黃色的晶體，又稱做硫磺。硫有許多不同的化合價
1838,資產負債表
1839,德川家康
1840,日本
1841,2006年
1842,在各個市政領域推動都市轉型計畫
1843,南·韓國
1844,1789年
1845,哥廷根亨德爾國際音樂節
1846,泰勒斯
1847,32.8%
1848,國聯批准下合併
1849,鮑羅廷
1850,杜林
1851,金合歡
1852,13倍
1853,炮兵連
1854,《大唐三藏取經詩話》
1855,1932年
1856,1920年
1857,雲南
1858,14世紀末至20世紀初
1859,電子郵票
1860,儒字
1861,諾曼人
1862,剛果民主共和國
1863,俄國
1864,成熟階段
1865,求其放心
1866,吠陀文集
1867,1950年代
1868,法國化學家
1869,湯·韋迪加
1870,托木斯克州
1871,奧東·德拉羅什
1872,民用航太
1873,30
1874,東亞一夫一妻多妾制
1875,腓特烈二世
1876,義大利
1877,2000年
1878,1932年
1879,製導
1880,路易-菲利普
1881,戈翁
1882,給我一個膠帶』
1883,《古魯·格蘭特·薩希卜》
1884,1865年
1885,周叔蓮
1886,1924年
1887,德國財政局
1888,30
1889,
1890,法國
1891,詹姆斯·史都華
1892,周恩來
1893,清朝沒有誠意
1894,環境污染
1895,臺灣新北地方法院
1896,國務會議
1897,洛厄爾天文台
1898,加拿大式雙打
1899,三
1900,關原之戰
1901,
1902,電氣化鐵路
1903,
1904,2007年
1905,中華民國實業部
1906,1966年
1907,多倫多
1908,
1909,約翰·洛克菲勒
1910,1920年代
1911,1864年
1912,甘迺迪
1913,阮攸
1914,有絲分裂
1915,議會制國家
1916,1981年
1917,東西伯利亞喇嘛教則例
1918,莫斯科
1919,五分之一
1920,《德意志語言正字大詞典》
1921,魔獸英雄傳
1922,
1923,《渡假留香》
1924,日本
1925,在美國硫酸是所有生產得最多的化合物
1926,德國
1927,水門事件
1928,中山港大橋擴建工程，翠亨快線，斯364線
1929,閻錫山
1930,1997年
1931,托爾金
1932,龍興之地
1933,中國政府因開放市場的需要
1934,阿伊努人
1935,1937年
1936,3.8%
1937,風力發電站
1938,艾森豪
1939,3400萬
1940,擊球方法
1941,帕西瓦爾·洛厄爾
1942,二二八事件
1943,紅色
1944,澎湖
1945,硫化物
1946,理學
1947,1998年
1948,2010年
1949,周恩來
1950,1950年
1951,高輻射的環境
1952,維基媒體
1953,生物質能
1954,1939年
1955,清朝末年
1956,江戶幕府
1957,哲學原理研究
1958,2001年8月15日
1959,第六次全國人口普查，全市常住人口
1960,加勒比海
1961,1455年
1962,鄧穎超
1963,對自然的模仿
1964,傳統音樂
1965,提防燕王謀反
1966,列支敦斯登在1920年與奧地利分開郵政之前一直有用奧地利
1967,保加利亞
1968,恢復市場的功能，以邁向生產力理論
1969,北非的希波大會
1970,中華民國政府
1971,1834年
1972,淋巴液
1973,斷罰出征，並全征燒埋銀
1974,1901年
1975,五歲
1976,近年
1977,農歷新年時吃元宵、年糕及蘿蔔糕；在端午節
1978,阿布海兒汗時代
1979,音速巡航
1980,1312年
1981,1888年
1982,30℃
1983,英國
1984,宦官與宮女
1985,兩個
1986,對日抗戰
1987,1989年
1988,元武宗
1989,天文學家
1990,1954
1991,美國
1992,國際非政府組織
1993,1991年
1994,中部科學園區
1995,台北市立體育場
1996,朱友貞
1997,冷戰期間
1998,1893年
1999,收容遣送制度
2000,中國國民黨
2001,《朱啟[UNK]：「被抹掉的奠基人」》
2002,狄拉克
2003,金黃飽滿
2004,滿蒙獨立運動
2005,水軍
2006,共產黨
2007,矽燃燒過程，結果是產生穩定的同位素鐵-56。而除了經由吸熱過程
2008,劉少奇
2009,洛桑國際管理學院
2010,民國時期
2011,著陸
2012,
2013,丹尼爾奧爾特加左派社會主義政府。民主黨沒能阻止雷根
2014,幾何學
2015,1998年1月1日
2016,《風之國度》
2017,蠻族事務局
2018,巫師
2019,首席的元老
2020,11世紀
2021,阿普列尤斯
2022,德國人、義大利人
2023,光度
2024,美國政府援助，1979年12月國會通過克萊斯勒貸款法案
2025,省務會議
2026,1610年1月7日
2027,荷蘭
2028,東歐國家。它曾經是蘇聯加盟共和國，於1991年4月9日正式獨立，首任總統茲維亞德·加姆薩胡爾季阿。獨立後法定國
2029,1835年
2030,六四天安門事件
2031,衛星電視是通過接收人造衛星轉播過來的電視訊號節目的電視廣播方式。衛星電視的傳輸過程一般為：通過衛星將地面基站發射的微波訊號遠距離傳輸，最終用戶使用定向天線
2032,「通俗的
2033,數百萬克耳文
2034,哭泣
2035,2000年
2036,1987年
2037,洪堡
2038,1847年
2039,唐睿宗
2040,1968年
2041,商業活動和慈善事業由自己創辦的公司管理。其他方面，艾倫在技術、實業、不動產
2042,寫首字母為「[UNK]·ㄎㄟ·ㄨㄞ
2043,林肯總統
2044,養殖漢諾瓦馬、歐登堡馬和其他血統的馬是不少下薩克森邦人的業餘愛好和職業
2045,元末民變
2046,
2047,炮兵連
2048,1599年
2049,3個
2050,香港國際機場
2051,吸引選票
